# EUCKP.TXT
0x8FB3F8	0xBA8B	# 몋
0x8FB3F9	0xBA72	# 멲
0x8FB3FA	0xBAAD	# 몭
0x8FB3FB	0xBAAE	# 몮
0x8FB3FC	0xBAB1	# 몱
0x8FB3FD	0xBAB3	# 몳
0x8FB3FE	0xBAB4	# 몴
0x8FB4A1	0xBAB5	# 몵
0x8FB4A2	0xBAB6	# 몶
0x8FB4A3	0xBAB7	# 몷
0x8FB4A4	0xBABA	# 몺
0x8FB4A5	0xBABE	# 몾
0x8FB4A6	0xBABF	# 몿
0x8FB4A7	0xBAC0	# 뫀
0x8FB4A8	0xBAC1	# 뫁
0x8FB4A9	0xBAC2	# 뫂
0x8FB4AA	0xBAAA	# 몪
0x8FB4AB	0xBABC	# 몼
0x8FB4AC	0xBB19	# 묙
0x8FB4AD	0xBB1B	# 묛
0x8FB4AE	0xBB1D	# 묝
0x8FB4AF	0xBB1E	# 묞
0x8FB4B0	0xBB1F	# 묟
0x8FB4B1	0xBB21	# 묡
0x8FB4B2	0xBB22	# 묢
0x8FB4B3	0xBB23	# 묣
0x8FB4B4	0xBB24	# 묤
0x8FB4B5	0xBB25	# 묥
0x8FB4B6	0xBB26	# 묦
0x8FB4B7	0xBB27	# 묧
0x8FB4B8	0xBB28	# 묨
0x8FB4B9	0xBB2A	# 묪
0x8FB4BA	0xBB2D	# 묭
0x8FB4BB	0xBB2E	# 묮
0x8FB4BC	0xBB2F	# 묯
0x8FB4BD	0xBB30	# 묰
0x8FB4BE	0xBB31	# 묱
0x8FB4BF	0xBB32	# 묲
0x8FB4C0	0xBB33	# 묳
0x8FB4C1	0xBB1A	# 묚
0x8FB4C2	0xBB2C	# 묬
0x8FB4C3	0xBB37	# 묷
0x8FB4C4	0xBB39	# 묹
0x8FB4C5	0xBB3A	# 묺
0x8FB4C6	0xBB3F	# 묿
0x8FB4C7	0xBB40	# 뭀
0x8FB4C8	0xBB41	# 뭁
0x8FB4C9	0xBB42	# 뭂
0x8FB4CA	0xBB43	# 뭃
0x8FB4CB	0xBB46	# 뭆
0x8FB4CC	0xBB4A	# 뭊
0x8FB4CD	0xBB4B	# 뭋
0x8FB4CE	0xBB4C	# 뭌
0x8FB4CF	0xBB4E	# 뭎
0x8FB4D0	0xBB48	# 뭈
0x8FB4D1	0xBBA7	# 뮧
0x8FB4D2	0xBBA9	# 뮩
0x8FB4D3	0xBBAA	# 뮪
0x8FB4D4	0xBBAB	# 뮫
0x8FB4D5	0xBBAD	# 뮭
0x8FB4D6	0xBBAE	# 뮮
0x8FB4D7	0xBBAF	# 뮯
0x8FB4D8	0xBBB0	# 뮰
0x8FB4D9	0xBBB1	# 뮱
0x8FB4DA	0xBBB2	# 뮲
0x8FB4DB	0xBBB3	# 뮳
0x8FB4DC	0xBBB5	# 뮵
0x8FB4DD	0xBBB6	# 뮶
0x8FB4DE	0xBBBA	# 뮺
0x8FB4DF	0xBBBB	# 뮻
0x8FB4E0	0xBBBC	# 뮼
0x8FB4E1	0xBBBD	# 뮽
0x8FB4E2	0xBBBE	# 뮾
0x8FB4E3	0xBBBF	# 뮿
0x8FB4E4	0xBBA6	# 뮦
0x8FB4E5	0xBBB8	# 뮸
0x8FB4E6	0xBBC1	# 믁
0x8FB4E7	0xBBC3	# 믃
0x8FB4E8	0xBBC5	# 믅
0x8FB4E9	0xBBC6	# 믆
0x8FB4EA	0xBBC7	# 믇
0x8FB4EB	0xBBC9	# 믉
0x8FB4EC	0xBBCA	# 믊
0x8FB4ED	0xBBCB	# 믋
0x8FB4EE	0xBBCC	# 믌
0x8FB4EF	0xBBCD	# 믍
0x8FB4F0	0xBBCE	# 믎
0x8FB4F1	0xBBCF	# 믏
0x8FB4F2	0xBBD2	# 믒
0x8FB4F3	0xBBD6	# 믖
0x8FB4F4	0xBBD7	# 믗
0x8FB4F5	0xBBD8	# 믘
0x8FB4F6	0xBBD9	# 믙
0x8FB4F7	0xBBDA	# 믚
0x8FB4F8	0xBBDB	# 믛
0x8FB4F9	0xBBC2	# 믂
0x8FB4FA	0xBBD4	# 믔
0x8FB4FB	0xBBFB	# 믻
0x8FB4FC	0xBBFD	# 믽
0x8FB4FD	0xBBFE	# 믾
0x8FB4FE	0xBC01	# 밁
0x8FB5A1	0xBC03	# 밃
0x8FB5A2	0xBC04	# 밄
0x8FB5A3	0xBC05	# 밅
0x8FB5A4	0xBC06	# 밆
0x8FB5A5	0xBC07	# 밇
0x8FB5A6	0xBC0A	# 밊
0x8FB5A7	0xBC0E	# 밎
0x8FB5A8	0xBC10	# 밐
0x8FB5A9	0xBC12	# 밒
0x8FB5AA	0xBC13	# 밓
0x8FB5AB	0xBBFA	# 믺
0x8FB5AC	0xB9E7	# 맧
0x8FB5AD	0xB9E9	# 맩
0x8FB5AE	0xB9EA	# 맪
0x8FB5AF	0xB9EB	# 맫
0x8FB5B0	0xB9ED	# 맭
0x8FB5B1	0xB9EE	# 맮
0x8FB5B2	0xB9EF	# 맯
0x8FB5B3	0xB9F0	# 맰
0x8FB5B4	0xB9F1	# 맱
0x8FB5B5	0xB9F2	# 맲
0x8FB5B6	0xB9F3	# 맳
0x8FB5B7	0xB9F6	# 맶
0x8FB5B8	0xB9FB	# 맻
0x8FB5B9	0xB9FC	# 맼
0x8FB5BA	0xB9FD	# 맽
0x8FB5BB	0xB9FE	# 맾
0x8FB5BC	0xB9FF	# 맿
0x8FB5BD	0xB9E6	# 맦
0x8FB5BE	0xBA1D	# 먝
0x8FB5BF	0xBA1F	# 먟
0x8FB5C0	0xBA20	# 먠
0x8FB5C1	0xBA21	# 먡
0x8FB5C2	0xBA22	# 먢
0x8FB5C3	0xBA23	# 먣
0x8FB5C4	0xBA24	# 먤
0x8FB5C5	0xBA25	# 먥
0x8FB5C6	0xBA26	# 먦
0x8FB5C7	0xBA27	# 먧
0x8FB5C8	0xBA28	# 먨
0x8FB5C9	0xBA29	# 먩
0x8FB5CA	0xBA2A	# 먪
0x8FB5CB	0xBA2B	# 먫
0x8FB5CC	0xBA2C	# 먬
0x8FB5CD	0xBA2D	# 먭
0x8FB5CE	0xBA2E	# 먮
0x8FB5CF	0xBA2F	# 먯
0x8FB5D0	0xBA31	# 먱
0x8FB5D1	0xBA32	# 먲
0x8FB5D2	0xBA33	# 먳
0x8FB5D3	0xBA34	# 먴
0x8FB5D4	0xBA35	# 먵
0x8FB5D5	0xBA36	# 먶
0x8FB5D6	0xBA37	# 먷
0x8FB5D7	0xBA1E	# 먞
0x8FB5D8	0xBA30	# 먰
0x8FB5D9	0xBA57	# 멗
0x8FB5DA	0xBA59	# 멙
0x8FB5DB	0xBA5A	# 멚
0x8FB5DC	0xBA5B	# 멛
0x8FB5DD	0xBA5D	# 멝
0x8FB5DE	0xBA5E	# 멞
0x8FB5DF	0xBA5F	# 멟
0x8FB5E0	0xBA60	# 멠
0x8FB5E1	0xBA61	# 멡
0x8FB5E2	0xBA62	# 멢
0x8FB5E3	0xBA63	# 멣
0x8FB5E4	0xBA66	# 멦
0x8FB5E5	0xBA6A	# 멪
0x8FB5E6	0xBA6B	# 멫
0x8FB5E7	0xBA6C	# 멬
0x8FB5E8	0xBA6D	# 멭
0x8FB5E9	0xBA6E	# 멮
0x8FB5EA	0xBA6F	# 멯
0x8FB5EB	0xBA56	# 멖
0x8FB5EC	0xBA8D	# 몍
0x8FB5ED	0xBA8F	# 몏
0x8FB5EE	0xBA91	# 몑
0x8FB5EF	0xBA92	# 몒
0x8FB5F0	0xBA93	# 몓
0x8FB5F1	0xBA94	# 몔
0x8FB5F2	0xBA95	# 몕
0x8FB5F3	0xBA96	# 몖
0x8FB5F4	0xBA97	# 몗
0x8FB5F5	0xBA98	# 몘
0x8FB5F6	0xBA99	# 몙
0x8FB5F7	0xBA9A	# 몚
0x8FB5F8	0xBA9B	# 몛
0x8FB5F9	0xBA9C	# 몜
0x8FB5FA	0xBA9D	# 몝
0x8FB5FB	0xBA9E	# 몞
0x8FB5FC	0xBA9F	# 몟
0x8FB5FD	0xBAA1	# 몡
0x8FB5FE	0xBAA2	# 몢
0x8FB6A1	0xBAA3	# 몣
0x8FB6A2	0xBAA4	# 몤
0x8FB6A3	0xBAA5	# 몥
0x8FB6A4	0xBAA6	# 몦
0x8FB6A5	0xBAA7	# 몧
0x8FB6A6	0xBA8E	# 몎
0x8FB6A7	0xBAA0	# 몠
0x8FB6A8	0xBAFD	# 뫽
0x8FB6A9	0xBAFF	# 뫿
0x8FB6AA	0xBB01	# 묁
0x8FB6AB	0xBB02	# 묂
0x8FB6AC	0xBB03	# 묃
0x8FB6AD	0xBB05	# 묅
0x8FB6AE	0xBB06	# 묆
0x8FB6AF	0xBB07	# 묇
0x8FB6B0	0xBB08	# 묈
0x8FB6B1	0xBB09	# 묉
0x8FB6B2	0xBB0A	# 묊
0x8FB6B3	0xBB0B	# 묋
0x8FB6B4	0xBB0E	# 묎
0x8FB6B5	0xBB12	# 묒
0x8FB6B6	0xBB13	# 묓
0x8FB6B7	0xBB14	# 묔
0x8FB6B8	0xBB15	# 묕
0x8FB6B9	0xBB16	# 묖
0x8FB6BA	0xBB17	# 묗
0x8FB6BB	0xBAFE	# 뫾
0x8FB6BC	0xBB10	# 묐
0x8FB6BD	0xBB89	# 뮉
0x8FB6BE	0xBB8B	# 뮋
0x8FB6BF	0xBB8D	# 뮍
0x8FB6C0	0xBB8E	# 뮎
0x8FB6C1	0xBB8F	# 뮏
0x8FB6C2	0xBB91	# 뮑
0x8FB6C3	0xBB92	# 뮒
0x8FB6C4	0xBB93	# 뮓
0x8FB6C5	0xBB94	# 뮔
0x8FB6C6	0xBB95	# 뮕
0x8FB6C7	0xBB96	# 뮖
0x8FB6C8	0xBB97	# 뮗
0x8FB6C9	0xBB98	# 뮘
0x8FB6CA	0xBB99	# 뮙
0x8FB6CB	0xBB9A	# 뮚
0x8FB6CC	0xBB9B	# 뮛
0x8FB6CD	0xBB9D	# 뮝
0x8FB6CE	0xBB9E	# 뮞
0x8FB6CF	0xBB9F	# 뮟
0x8FB6D0	0xBBA0	# 뮠
0x8FB6D1	0xBBA1	# 뮡
0x8FB6D2	0xBBA2	# 뮢
0x8FB6D3	0xBBA3	# 뮣
0x8FB6D4	0xBB8A	# 뮊
0x8FB6D5	0xBB9C	# 뮜
0x8FB6D6	0xBBDD	# 믝
0x8FB6D7	0xBBDF	# 믟
0x8FB6D8	0xBBE1	# 믡
0x8FB6D9	0xBBE2	# 믢
0x8FB6DA	0xBBE3	# 믣
0x8FB6DB	0xBBE4	# 믤
0x8FB6DC	0xBBE5	# 믥
0x8FB6DD	0xBBE6	# 믦
0x8FB6DE	0xBBE7	# 믧
0x8FB6DF	0xBBE8	# 믨
0x8FB6E0	0xBBE9	# 믩
0x8FB6E1	0xBBEA	# 믪
0x8FB6E2	0xBBEB	# 믫
0x8FB6E3	0xBBED	# 믭
0x8FB6E4	0xBBEE	# 믮
0x8FB6E5	0xBBEF	# 믯
0x8FB6E6	0xBBF1	# 믱
0x8FB6E7	0xBBF2	# 믲
0x8FB6E8	0xBBF3	# 믳
0x8FB6E9	0xBBF4	# 믴
0x8FB6EA	0xBBF5	# 믵
0x8FB6EB	0xBBF6	# 믶
0x8FB6EC	0xBBF7	# 믷
0x8FB6ED	0xBBDE	# 믞
0x8FB6EE	0xBBF0	# 믰
0x8FB6EF	0xBAC5	# 뫅
0x8FB6F0	0xBAC7	# 뫇
0x8FB6F1	0xBAC9	# 뫉
0x8FB6F2	0xBACA	# 뫊
0x8FB6F3	0xBACB	# 뫋
0x8FB6F4	0xBACC	# 뫌
0x8FB6F5	0xBACD	# 뫍
0x8FB6F6	0xBACE	# 뫎
0x8FB6F7	0xBACF	# 뫏
0x8FB6F8	0xBAD0	# 뫐
0x8FB6F9	0xBAD1	# 뫑
0x8FB6FA	0xBAD2	# 뫒
0x8FB6FB	0xBAD3	# 뫓
0x8FB6FC	0xBAD4	# 뫔
0x8FB6FD	0xBAD5	# 뫕
0x8FB6FE	0xBAD6	# 뫖
0x8FB7A1	0xBAD7	# 뫗
0x8FB7A2	0xBADA	# 뫚
0x8FB7A3	0xBADB	# 뫛
0x8FB7A4	0xBADC	# 뫜
0x8FB7A5	0xBADD	# 뫝
0x8FB7A6	0xBADE	# 뫞
0x8FB7A7	0xBADF	# 뫟
0x8FB7A8	0xBAC6	# 뫆
0x8FB7A9	0xBB51	# 뭑
0x8FB7AA	0xBB53	# 뭓
0x8FB7AB	0xBB55	# 뭕
0x8FB7AC	0xBB56	# 뭖
0x8FB7AD	0xBB57	# 뭗
0x8FB7AE	0xBB59	# 뭙
0x8FB7AF	0xBB5A	# 뭚
0x8FB7B0	0xBB5B	# 뭛
0x8FB7B1	0xBB5C	# 뭜
0x8FB7B2	0xBB5D	# 뭝
0x8FB7B3	0xBB5E	# 뭞
0x8FB7B4	0xBB5F	# 뭟
0x8FB7B5	0xBB62	# 뭢
0x8FB7B6	0xBB65	# 뭥
0x8FB7B7	0xBB66	# 뭦
0x8FB7B8	0xBB67	# 뭧
0x8FB7B9	0xBB68	# 뭨
0x8FB7BA	0xBB69	# 뭩
0x8FB7BB	0xBB6A	# 뭪
0x8FB7BC	0xBB6B	# 뭫
0x8FB7BD	0xBB52	# 뭒
0x8FB7BE	0xBAE1	# 뫡
0x8FB7BF	0xBAE3	# 뫣
0x8FB7C0	0xBAE4	# 뫤
0x8FB7C1	0xBAE5	# 뫥
0x8FB7C2	0xBAE6	# 뫦
0x8FB7C3	0xBAE7	# 뫧
0x8FB7C4	0xBAE8	# 뫨
0x8FB7C5	0xBAE9	# 뫩
0x8FB7C6	0xBAEA	# 뫪
0x8FB7C7	0xBAEB	# 뫫
0x8FB7C8	0xBAEC	# 뫬
0x8FB7C9	0xBAED	# 뫭
0x8FB7CA	0xBAEE	# 뫮
0x8FB7CB	0xBAEF	# 뫯
0x8FB7CC	0xBAF0	# 뫰
0x8FB7CD	0xBAF1	# 뫱
0x8FB7CE	0xBAF2	# 뫲
0x8FB7CF	0xBAF3	# 뫳
0x8FB7D0	0xBAF5	# 뫵
0x8FB7D1	0xBAF6	# 뫶
0x8FB7D2	0xBAF7	# 뫷
0x8FB7D3	0xBAF8	# 뫸
0x8FB7D4	0xBAF9	# 뫹
0x8FB7D5	0xBAFA	# 뫺
0x8FB7D6	0xBAFB	# 뫻
0x8FB7D7	0xBAE2	# 뫢
0x8FB7D8	0xBAF4	# 뫴
0x8FB7D9	0xBB6D	# 뭭
0x8FB7DA	0xBB6F	# 뭯
0x8FB7DB	0xBB70	# 뭰
0x8FB7DC	0xBB71	# 뭱
0x8FB7DD	0xBB72	# 뭲
0x8FB7DE	0xBB73	# 뭳
0x8FB7DF	0xBB74	# 뭴
0x8FB7E0	0xBB75	# 뭵
0x8FB7E1	0xBB76	# 뭶
0x8FB7E2	0xBB77	# 뭷
0x8FB7E3	0xBB78	# 뭸
0x8FB7E4	0xBB79	# 뭹
0x8FB7E5	0xBB7A	# 뭺
0x8FB7E6	0xBB7B	# 뭻
0x8FB7E7	0xBB7C	# 뭼
0x8FB7E8	0xBB7D	# 뭽
0x8FB7E9	0xBB7E	# 뭾
0x8FB7EA	0xBB7F	# 뭿
0x8FB7EB	0xBB81	# 뮁
0x8FB7EC	0xBB82	# 뮂
0x8FB7ED	0xBB83	# 뮃
0x8FB7EE	0xBB84	# 뮄
0x8FB7EF	0xBB85	# 뮅
0x8FB7F0	0xBB86	# 뮆
0x8FB7F1	0xBB87	# 뮇
0x8FB7F2	0xBB6E	# 뭮
0x8FB7F3	0xBB80	# 뮀
0x8FB7F4	0xBC19	# 밙
0x8FB7F5	0xBC1A	# 밚
0x8FB7F6	0xBC20	# 밠
0x8FB7F7	0xBC21	# 밡
0x8FB7F8	0xBC22	# 밢
0x8FB7F9	0xBC23	# 밣
0x8FB7FA	0xBC26	# 밦
0x8FB7FB	0xBC2A	# 밪
0x8FB7FC	0xBC2B	# 밫
0x8FB7FD	0xBC2C	# 밬
0x8FB7FE	0xBC2E	# 밮
0x8FB8A1	0xBC2F	# 밯
0x8FB8A2	0xBC28	# 밨
0x8FB8A3	0xBC4F	# 뱏
0x8FB8A4	0xBC51	# 뱑
0x8FB8A5	0xBC52	# 뱒
0x8FB8A6	0xBC53	# 뱓
0x8FB8A7	0xBC54	# 뱔
0x8FB8A8	0xBC55	# 뱕
0x8FB8A9	0xBC56	# 뱖
0x8FB8AA	0xBC57	# 뱗
0x8FB8AB	0xBC58	# 뱘
0x8FB8AC	0xBC59	# 뱙
0x8FB8AD	0xBC5A	# 뱚
0x8FB8AE	0xBC5B	# 뱛
0x8FB8AF	0xBC5E	# 뱞
0x8FB8B0	0xBC5F	# 뱟
0x8FB8B1	0xBC61	# 뱡
0x8FB8B2	0xBC62	# 뱢
0x8FB8B3	0xBC63	# 뱣
0x8FB8B4	0xBC64	# 뱤
0x8FB8B5	0xBC65	# 뱥
0x8FB8B6	0xBC66	# 뱦
0x8FB8B7	0xBC67	# 뱧
0x8FB8B8	0xBC4E	# 뱎
0x8FB8B9	0xBC60	# 뱠
0x8FB8BA	0xBC87	# 벇
0x8FB8BB	0xBC89	# 벉
0x8FB8BC	0xBC8A	# 벊
0x8FB8BD	0xBC8F	# 벏
0x8FB8BE	0xBC90	# 벐
0x8FB8BF	0xBC91	# 벑
0x8FB8C0	0xBC92	# 벒
0x8FB8C1	0xBC93	# 벓
0x8FB8C2	0xBC96	# 벖
0x8FB8C3	0xBC9B	# 벛
0x8FB8C4	0xBC9D	# 벝
0x8FB8C5	0xBC9E	# 벞
0x8FB8C6	0xBC9F	# 벟
0x8FB8C7	0xBC86	# 벆
0x8FB8C8	0xBCBF	# 벿
0x8FB8C9	0xBCC1	# 볁
0x8FB8CA	0xBCC2	# 볂
0x8FB8CB	0xBCC3	# 볃
0x8FB8CC	0xBCC5	# 볅
0x8FB8CD	0xBCC6	# 볆
0x8FB8CE	0xBCC7	# 볇
0x8FB8CF	0xBCC8	# 볈
0x8FB8D0	0xBCC9	# 볉
0x8FB8D1	0xBCCA	# 볊
0x8FB8D2	0xBCCB	# 볋
0x8FB8D3	0xBCCE	# 볎
0x8FB8D4	0xBCD2	# 볒
0x8FB8D5	0xBCD4	# 볔
0x8FB8D6	0xBCD6	# 볖
0x8FB8D7	0xBCD7	# 볗
0x8FB8D8	0xBCBE	# 벾
0x8FB8D9	0xBCF7	# 볷
0x8FB8DA	0xBCF9	# 볹
0x8FB8DB	0xBCFA	# 볺
0x8FB8DC	0xBCFB	# 볻
0x8FB8DD	0xBCFD	# 볽
0x8FB8DE	0xBCFE	# 볾
0x8FB8DF	0xBCFF	# 볿
0x8FB8E0	0xBD00	# 봀
0x8FB8E1	0xBD01	# 봁
0x8FB8E2	0xBD02	# 봂
0x8FB8E3	0xBD03	# 봃
0x8FB8E4	0xBD06	# 봆
0x8FB8E5	0xBD0A	# 봊
0x8FB8E6	0xBD0B	# 봋
0x8FB8E7	0xBD0C	# 봌
0x8FB8E8	0xBD0D	# 봍
0x8FB8E9	0xBD0E	# 봎
0x8FB8EA	0xBD08	# 봈
0x8FB8EB	0xBD65	# 뵥
0x8FB8EC	0xBD67	# 뵧
0x8FB8ED	0xBD69	# 뵩
0x8FB8EE	0xBD6A	# 뵪
0x8FB8EF	0xBD6B	# 뵫
0x8FB8F0	0xBD6D	# 뵭
0x8FB8F1	0xBD6E	# 뵮
0x8FB8F2	0xBD6F	# 뵯
0x8FB8F3	0xBD70	# 뵰
0x8FB8F4	0xBD71	# 뵱
0x8FB8F5	0xBD72	# 뵲
0x8FB8F6	0xBD73	# 뵳
0x8FB8F7	0xBD74	# 뵴
0x8FB8F8	0xBD75	# 뵵
0x8FB8F9	0xBD76	# 뵶
0x8FB8FA	0xBD77	# 뵷
0x8FB8FB	0xBD79	# 뵹
0x8FB8FC	0xBD7A	# 뵺
0x8FB8FD	0xBD7B	# 뵻
0x8FB8FE	0xBD7C	# 뵼
0x8FB9A1	0xBD7D	# 뵽
0x8FB9A2	0xBD7E	# 뵾
0x8FB9A3	0xBD7F	# 뵿
0x8FB9A4	0xBD66	# 뵦
0x8FB9A5	0xBD78	# 뵸
0x8FB9A6	0xBD83	# 붃
0x8FB9A7	0xBD85	# 붅
0x8FB9A8	0xBD86	# 붆
0x8FB9A9	0xBD8B	# 붋
0x8FB9AA	0xBD8C	# 붌
0x8FB9AB	0xBD8D	# 붍
0x8FB9AC	0xBD8E	# 붎
0x8FB9AD	0xBD8F	# 붏
0x8FB9AE	0xBD92	# 붒
0x8FB9AF	0xBD96	# 붖
0x8FB9B0	0xBD97	# 붗
0x8FB9B1	0xBD98	# 붘
0x8FB9B2	0xBD9B	# 붛
0x8FB9B3	0xBD82	# 붂
0x8FB9B4	0xBD94	# 붔
0x8FB9B5	0xBDF1	# 뷱
0x8FB9B6	0xBDF3	# 뷳
0x8FB9B7	0xBDF5	# 뷵
0x8FB9B8	0xBDF6	# 뷶
0x8FB9B9	0xBDF7	# 뷷
0x8FB9BA	0xBDF9	# 뷹
0x8FB9BB	0xBDFA	# 뷺
0x8FB9BC	0xBDFB	# 뷻
0x8FB9BD	0xBDFC	# 뷼
0x8FB9BE	0xBDFD	# 뷽
0x8FB9BF	0xBDFE	# 뷾
0x8FB9C0	0xBDFF	# 뷿
0x8FB9C1	0xBE02	# 븂
0x8FB9C2	0xBE06	# 븆
0x8FB9C3	0xBE07	# 븇
0x8FB9C4	0xBE08	# 븈
0x8FB9C5	0xBE09	# 븉
0x8FB9C6	0xBE0A	# 븊
0x8FB9C7	0xBE0B	# 븋
0x8FB9C8	0xBDF2	# 뷲
0x8FB9C9	0xBE04	# 븄
0x8FB9CA	0xBE0F	# 븏
0x8FB9CB	0xBE11	# 븑
0x8FB9CC	0xBE12	# 븒
0x8FB9CD	0xBE13	# 븓
0x8FB9CE	0xBE15	# 븕
0x8FB9CF	0xBE16	# 븖
0x8FB9D0	0xBE17	# 븗
0x8FB9D1	0xBE18	# 븘
0x8FB9D2	0xBE19	# 븙
0x8FB9D3	0xBE1A	# 븚
0x8FB9D4	0xBE1B	# 븛
0x8FB9D5	0xBE1E	# 븞
0x8FB9D6	0xBE22	# 븢
0x8FB9D7	0xBE23	# 븣
0x8FB9D8	0xBE24	# 븤
0x8FB9D9	0xBE25	# 븥
0x8FB9DA	0xBE26	# 븦
0x8FB9DB	0xBE27	# 븧
0x8FB9DC	0xBE0E	# 븎
0x8FB9DD	0xBE20	# 븠
0x8FB9DE	0xBE47	# 빇
0x8FB9DF	0xBE49	# 빉
0x8FB9E0	0xBE4A	# 빊
0x8FB9E1	0xBE4B	# 빋
0x8FB9E2	0xBE4D	# 빍
0x8FB9E3	0xBE4F	# 빏
0x8FB9E4	0xBE50	# 빐
0x8FB9E5	0xBE51	# 빑
0x8FB9E6	0xBE52	# 빒
0x8FB9E7	0xBE53	# 빓
0x8FB9E8	0xBE56	# 빖
0x8FB9E9	0xBE5C	# 빜
0x8FB9EA	0xBE5D	# 빝
0x8FB9EB	0xBE5E	# 빞
0x8FB9EC	0xBE5F	# 빟
0x8FB9ED	0xBE46	# 빆
0x8FB9EE	0xBE58	# 빘
0x8FB9EF	0xBC33	# 밳
0x8FB9F0	0xBC35	# 밵
0x8FB9F1	0xBC36	# 밶
0x8FB9F2	0xBC39	# 밹
0x8FB9F3	0xBC3A	# 밺
0x8FB9F4	0xBC3B	# 밻
0x8FB9F5	0xBC3C	# 밼
0x8FB9F6	0xBC3D	# 밽
0x8FB9F7	0xBC3E	# 밾
0x8FB9F8	0xBC3F	# 밿
0x8FB9F9	0xBC42	# 뱂
0x8FB9FA	0xBC46	# 뱆
0x8FB9FB	0xBC47	# 뱇
0x8FB9FC	0xBC48	# 뱈
0x8FB9FD	0xBC4A	# 뱊
0x8FB9FE	0xBC4B	# 뱋
0x8FBAA1	0xBC32	# 밲
0x8FBAA2	0xBC69	# 뱩
0x8FBAA3	0xBC6B	# 뱫
0x8FBAA4	0xBC6C	# 뱬
0x8FBAA5	0xBC6D	# 뱭
0x8FBAA6	0xBC6E	# 뱮
0x8FBAA7	0xBC6F	# 뱯
0x8FBAA8	0xBC70	# 뱰
0x8FBAA9	0xBC71	# 뱱
0x8FBAAA	0xBC72	# 뱲
0x8FBAAB	0xBC73	# 뱳
0x8FBAAC	0xBC74	# 뱴
0x8FBAAD	0xBC75	# 뱵
0x8FBAAE	0xBC76	# 뱶
0x8FBAAF	0xBC77	# 뱷
0x8FBAB0	0xBC78	# 뱸
0x8FBAB1	0xBC79	# 뱹
0x8FBAB2	0xBC7A	# 뱺
0x8FBAB3	0xBC7B	# 뱻
0x8FBAB4	0xBC7D	# 뱽
0x8FBAB5	0xBC7E	# 뱾
0x8FBAB6	0xBC7F	# 뱿
0x8FBAB7	0xBC80	# 벀
0x8FBAB8	0xBC81	# 벁
0x8FBAB9	0xBC82	# 벂
0x8FBABA	0xBC83	# 벃
0x8FBABB	0xBC6A	# 뱪
0x8FBABC	0xBC7C	# 뱼
0x8FBABD	0xBCA3	# 벣
0x8FBABE	0xBCA5	# 벥
0x8FBABF	0xBCA6	# 벦
0x8FBAC0	0xBCA9	# 벩
0x8FBAC1	0xBCAA	# 벪
0x8FBAC2	0xBCAB	# 벫
0x8FBAC3	0xBCAC	# 벬
0x8FBAC4	0xBCAD	# 벭
0x8FBAC5	0xBCAE	# 벮
0x8FBAC6	0xBCAF	# 벯
0x8FBAC7	0xBCB2	# 벲
0x8FBAC8	0xBCB6	# 벶
0x8FBAC9	0xBCB7	# 벷
0x8FBACA	0xBCB8	# 벸
0x8FBACB	0xBCB9	# 벹
0x8FBACC	0xBCBA	# 벺
0x8FBACD	0xBCBB	# 벻
0x8FBACE	0xBCA2	# 벢
0x8FBACF	0xBCD9	# 볙
0x8FBAD0	0xBCDB	# 볛
0x8FBAD1	0xBCDD	# 볝
0x8FBAD2	0xBCDE	# 볞
0x8FBAD3	0xBCDF	# 볟
0x8FBAD4	0xBCE0	# 볠
0x8FBAD5	0xBCE1	# 볡
0x8FBAD6	0xBCE2	# 볢
0x8FBAD7	0xBCE3	# 볣
0x8FBAD8	0xBCE4	# 볤
0x8FBAD9	0xBCE5	# 볥
0x8FBADA	0xBCE6	# 볦
0x8FBADB	0xBCE7	# 볧
0x8FBADC	0xBCE8	# 볨
0x8FBADD	0xBCE9	# 볩
0x8FBADE	0xBCEA	# 볪
0x8FBADF	0xBCEB	# 볫
0x8FBAE0	0xBCED	# 볭
0x8FBAE1	0xBCEE	# 볮
0x8FBAE2	0xBCEF	# 볯
0x8FBAE3	0xBCF0	# 볰
0x8FBAE4	0xBCF1	# 볱
0x8FBAE5	0xBCF2	# 볲
0x8FBAE6	0xBCF3	# 볳
0x8FBAE7	0xBCDA	# 볚
0x8FBAE8	0xBCEC	# 볬
0x8FBAE9	0xBD4B	# 뵋
0x8FBAEA	0xBD4D	# 뵍
0x8FBAEB	0xBD4E	# 뵎
0x8FBAEC	0xBD4F	# 뵏
0x8FBAED	0xBD51	# 뵑
0x8FBAEE	0xBD52	# 뵒
0x8FBAEF	0xBD53	# 뵓
0x8FBAF0	0xBD54	# 뵔
0x8FBAF1	0xBD55	# 뵕
0x8FBAF2	0xBD56	# 뵖
0x8FBAF3	0xBD57	# 뵗
0x8FBAF4	0xBD5A	# 뵚
0x8FBAF5	0xBD5B	# 뵛
0x8FBAF6	0xBD5D	# 뵝
0x8FBAF7	0xBD5E	# 뵞
0x8FBAF8	0xBD5F	# 뵟
0x8FBAF9	0xBD60	# 뵠
0x8FBAFA	0xBD61	# 뵡
0x8FBAFB	0xBD62	# 뵢
0x8FBAFC	0xBD63	# 뵣
0x8FBAFD	0xBD4A	# 뵊
0x8FBAFE	0xBDD7	# 뷗
0x8FBBA1	0xBDD9	# 뷙
